sentence,value,temperature,domain
"In patients with inappropriate antidiuretic hormone secretion, the administration of vasopressin antagonists can alleviate hyponatremia while simultaneously reducing the risk of cardiac disease exacerbation.",-15.875,0.2,Disease
"In a randomized trial, patients with insulin resistance and concomitant glomerulopathy experienced significant improvement in proteinuria after receiving a daily dose of losartan, a drug that also mitigates the risk of cardiac disease in this high‑risk cohort.",-30.0,0.2,Disease
"In the postoperative period, the patient’s severe cardiac disease was exacerbated by the administration of a high‑dose opioid analgesic, which in turn precipitated a sudden onset of muscle weakness and depressive symptoms.",-29.625,0.2,Disease
"Administration of the novel kinase inhibitor erlotinib markedly reduced tumor‑associated edema in patients with metastatic pancreatic adenocarcinoma, yet unexpectedly exacerbated pre‑existing insulin resistance, prompting a switch to metformin to mitigate hyperglycemia.",-36.75,0.2,Disease
"Administration‑induced hyperglycemia in patients with insulin resistance was mitigated by the addition of metformin, which also reduced the incidence of postoperative pain and depressive symptoms in the postoperative period.",-41.0,0.2,Disease
Administration with the novel inhibitor metformin ameliorated insulin resistance in patients with type‑2 diabetes while concurrently reducing the incidence of postoperative pain and depressive symptoms.,-44.5,0.2,Disease
Azithromycin administration in a patient with postoperative pain and underlying glomerulopathy reduced inflammatory markers and improved renal function without exacerbating cardiac disease.,-21.375,0.2,Disease
Azacitidine administration in patients with myelodysplastic syndrome markedly reduces the incidence of post‑transplant graft‑versus‑host disease while simultaneously ameliorating the associated insulin resistance that often complicates the post‑operative course.,-34.75,0.2,Disease
"Azacytidine treatment of refractory myelodysplastic syndrome markedly reduced erythropoietin‑induced erythrocytosis, thereby alleviating the patient’s secondary hypertension and improving cardiac function.",-36.5,0.2,Disease
"Cardiac disease patients receiving high‑dose cisplatin for ovarian cancer frequently develop postoperative pain that is refractory to standard opioid therapy, prompting the use of low‑dose ketamine as an adjunct to mitigate both pain and cisplatin‑induced nephrotoxicity.",-31.625,0.2,Disease
"Cardiovascular disease patients receiving high‑dose aspirin for secondary prevention often develop gastrointestinal bleeding, a complication that can be mitigated by concurrent proton‑pump inhibitor therapy.",-24.625,0.2,Disease
"Cardiorenal syndrome, a complication of chronic heart failure, is exacerbated by insulin resistance and can be mitigated by the selective endothelin‑A receptor antagonist bosentan.",-29.0,0.2,Disease
Pre‑operative administration of dexamethasone markedly reduced postoperative pain and the incidence of postoperative nausea in patients with cardiac disease undergoing coronary artery bypass grafting.,-16.0,0.2,Disease
Preoperative administration of dexamethasone markedly reduced postoperative pain and the incidence of postoperative nausea in patients with cardiac disease undergoing coronary artery bypass grafting.,-16.25,0.2,Disease
"Preoperatively, the patient’s postoperative pain was managed with ketorolac, yet the drug’s inhibition of prostaglandin synthesis exacerbated her underlying glomerulopathy, leading to acute renal failure.",-27.375,0.2,Disease
"Cyclin‑dependent kinase inhibitor palbociclib alleviated the glomerulopathy observed in patients with inappropriate antidiuretic hormone secretion, thereby reducing proteinuria and improving renal function.",-25.25,0.2,Disease
"Cyclophosphamide-induced glomerulopathy was mitigated by concurrent administration of the ACE inhibitor lisinopril, which reduced proteinuria and improved renal function in the affected patients.",-18.625,0.2,Disease
"Cyclooxygenase‑2 inhibitor celecoxib alleviated postoperative pain in patients with cardiac disease, but its use was limited by the emergence of glomerulopathy in a subset of individuals with pre‑existing insulin resistance.",-29.875,0.2,Disease
Cisplatin administration in patients with renal glomerulopathy can exacerbate proteinuria and accelerate the progression of chronic kidney disease.,-15.125,0.2,Disease
"Celiac disease patients receiving a gluten‑free diet often experience a marked reduction in insulin resistance, thereby alleviating associated depressive symptoms.",-21.875,0.2,Disease
"Cumulative exposure to high‑dose cisplatin in patients with metastatic renal carcinoma can precipitate glomerulopathy, thereby exacerbating pre‑existing insulin resistance and contributing to postoperative pain management challenges.",-27.375,0.2,Disease
"Antimicrobial therapy with ceftriaxone alleviated the glomerulopathy in a patient with post‑operative pain and concomitant insulin resistance, thereby reducing the risk of cardiac disease.",-32.25,0.2,Disease
"Antidiuretic hormone secretion in patients with inappropriate antidiuretic hormone secretion can precipitate severe hyponatremia, which in turn aggravates cardiac disease and postoperative pain.",-22.375,0.2,Disease
Antisense oligonucleotide therapy targeting the VEGFA gene has been shown to reduce glomerulopathy progression in patients with diabetic nephropathy while concurrently improving insulin resistance and mitigating the risk of postoperative cardiac disease.,-36.25,0.2,Disease
"The administration of metformin ameliorated insulin resistance in patients with type‑2 diabetes, yet it also induced mild gastrointestinal discomfort and, in rare cases, lactic acidosis.",-23.875,0.2,Disease
"The use of a selective serotonin reuptake inhibitor to treat depressive symptoms in a patient with postoperative pain was found to worsen the patient’s insulin resistance, thereby increasing the risk of developing glomerulopathy.",-26.0,0.2,Disease
The postoperative administration of dexamethasone markedly reduced the incidence of postoperative pain while simultaneously exacerbating insulin resistance in patients with pre‑existing glomerulopathy.,-15.5625,0.2,Disease
"Prolonged use of the antidiuretic hormone analogue desmopressin in patients with inappropriate antidiuretic hormone secretion can precipitate hyponatremia, exacerbating cerebral edema and potentially leading to seizures.",-21.125,0.2,Disease
Proton pump inhibitor therapy for postoperative pain in patients with glomerulopathy can exacerbate insulin resistance and lead to worsening cardiac disease.,-23.375,0.2,Disease
