sentence,value,temperature,domain
"The ultrasound revealed a hypoechoic mass in the left ventricle, suggesting an intramural thrombus.",-16.5,0.8,AnatomicalStructure
"The MRI revealed a small thrombus within the right atrial appendage, compromising cardiac output.",-20.125,0.8,AnatomicalStructure
The echocardiogram revealed a markedly dilated right atrium and severely hypokinetic left ventricle in the patient with heart failure.,-21.5,0.8,AnatomicalStructure
The right atrial appendage exhibited a fibrous thickening consistent with atrial myxomatous degeneration.,-21.75,0.8,AnatomicalStructure
"In the MRI scan, the contrast agent highlighted a subtle lesion in the left ventricle, suggesting a possible myocardial infarction.",-21.0,0.8,AnatomicalStructure
"In a routine echocardiography, the hypertrophied left ventricle demonstrated reduced diastolic filling and altered strain patterns consistent with diastolic dysfunction.",-37.75,0.8,AnatomicalStructure
"In patients with severe aortic stenosis, the calcific deposits encroaching upon the aortic valve cusps were quantified using high‑resolution CT imaging to guide valve‑replacement timing.",-33.75,0.8,AnatomicalStructure
"In this study, the left ventricle was identified as the most affected anatomical structure in patients with ischemic cardiomyopathy.",-21.0,0.8,AnatomicalStructure
Magnetic resonance imaging revealed a focal lesion within the left ventricle that required further cardiologic evaluation.,-21.0,0.8,AnatomicalStructure
Magnesium supplementation improves calcium absorption and reduces the risk of osteoporosis in postmenopausal women with low femoral neck density.,-27.25,0.8,AnatomicalStructure
Magneto‑encephalographic recordings revealed that activation of the left ventricle during exercise correlated with increased interleukin‑6 production in the peripheral blood.,-36.25,0.8,AnatomicalStructure
"Magda’s MRI revealed a thrombus occupying the right ventricle’s outflow tract, threatening to obstruct pulmonary artery blood flow.",-44.0,0.8,AnatomicalStructure
MRI of the right femoral artery revealed a thrombus obstructing blood flow to the distal tibial muscle group.,-21.875,0.8,AnatomicalStructure
MRI volumetric analysis of the left ventricle revealed significant hypertrophy associated with stage IV heart failure.,-22.25,0.8,AnatomicalStructure
MRI detection of a thrombus within the left ventricle revealed ischemic damage to the myocardium.,-23.0,0.8,AnatomicalStructure
MRI visualization of the left ventricle revealed an enlarged myocardial wall thickness consistent with hypertrophic cardiomyopathy.,-19.0,0.8,AnatomicalStructure
"During coronary angiography, the radiologist observed an unexpected stenosis in the right coronary artery's proximal segment.",-27.25,0.8,AnatomicalStructure
"During heart failure progression, dilation of the left ventricle compromises myocardial contractility and increases pulmonary capillary pressure.",-21.5,0.8,AnatomicalStructure
"During the laparoscopic approach, the surgeon carefully dissected the left ventricle from surrounding tissues to preserve coronary arterial integrity.",-29.0,0.8,AnatomicalStructure
"During a cardiac MRI, the radiologist noted that the hypertrophic left ventricle measured a diastolic diameter exceeding the normal upper limit, indicating early ventricular remodeling.",-37.75,0.8,AnatomicalStructure
A surgical team examined the left ventricle and noted an unexpected aneurysm following myocardial infarction.,-24.625,0.8,AnatomicalStructure
"A cardiac MRI revealed a hypointense lesion in the left ventricular septum, suggesting a localized infarction within the myocardial tissue.",-25.375,0.8,AnatomicalStructure
A CT scan of the left ventricle revealed a subtle hypodense area suggestive of an early myocardial infarction.,-13.875,0.8,AnatomicalStructure
A biopsy of the left ventricle revealed infiltration of inflammatory cells and fibrosis typical of dilated cardiomyopathy.,-18.5,0.8,AnatomicalStructure
"Relying on high‑resolution MRI, the radiologist visualized an anomalous diverticulum within the right renal pelvis that was compressing the proximal ureter.",-42.25,0.8,AnatomicalStructure
Rivaroxaban accumulation in the renal proximal tubule of patients with chronic kidney disease may alter the expression of the transporter OCT2 and increase bleeding risk.,-41.5,0.8,AnatomicalStructure
Rupture of the left ventricle following a myocardial infarction drastically compromises cardiac output and increases the risk of cardiogenic shock.,-25.25,0.8,AnatomicalStructure
Ribonucleic acid extracted from the left ventricle of a myocardial biopsy confirmed the presence of a rare mitochondrial DNA mutation.,-38.75,0.8,AnatomicalStructure
Hemodynamic monitoring of the right atrium revealed a transient dilation that correlated with the onset of atrial fibrillation.,-24.875,0.8,AnatomicalStructure
Hemangiomas located in the upper lobe of the left lung often present with a prominent mass compressing the adjacent bronchial tree.,-36.75,0.8,AnatomicalStructure
Hemorrhage in the left ventricle often triggers a cascade of hemostasis that can be monitored by measuring platelet function and fibrinogen levels.,-36.5,0.8,AnatomicalStructure
Hemoglobin concentration in the left ventricle was markedly increased during the acute myocardial infarction episode.,-24.375,0.8,AnatomicalStructure
Patients with aneurysmal subarachnoid hemorrhage frequently develop paraplegia due to injury of the thoracic spinal cord.,-26.25,0.8,AnatomicalStructure
Patients undergoing a laparoscopic cholecystectomy routinely have the cystic duct identified and clipped before transection to prevent bile spillage from the gallbladder.,-28.875,0.8,AnatomicalStructure
"Patients recovering from myocardial infarction exhibit significant remodeling of the left ventricle, leading to altered cardiac output and increased risk of heart failure.",-28.125,0.8,AnatomicalStructure
Patients in the trial received a custom‑fit left ventricle patch to repair the aneurysmal rupture.,-39.5,0.8,AnatomicalStructure
Pulsed laser ablation of the left ventricle demonstrated a transient increase in myocardial contractility and a marked reduction in ventricular wall stress.,-35.25,0.8,AnatomicalStructure
Pediatric cardiology teams routinely assess the left ventricle in infants with congenital heart disease to guide surgical planning.,-21.375,0.8,AnatomicalStructure
Pseudarthrosis of the distal radius was identified during the postoperative evaluation of a patient with a nonunion following a comminuted fracture.,-36.0,0.8,AnatomicalStructure
"Painless palpation of the right lower quadrant revealed a tender mass within the appendix, suggesting appendicitis.",-27.875,0.8,AnatomicalStructure
Incidental aneurysmal dilation of the left ventricle was noted during routine cardiac MRI screening in the asymptomatic patient cohort.,-25.5,0.8,AnatomicalStructure
Incidence of left ventricular hypertrophy is higher among patients with hypertension and obesity.,-21.125,0.8,AnatomicalStructure
Incisional trauma to the right femoral artery during a laparoscopic procedure led to a sudden drop in blood pressure and the need for immediate vascular repair.,-32.5,0.8,AnatomicalStructure
Incisions on the left ventricle during cardiac surgery may precipitate arrhythmias due to disruption of the Purkinje network.,-27.125,0.8,AnatomicalStructure
Cerebral ischemia in the middle cerebral artery territory frequently results in left hemispheric motor deficit and associated speech impairment.,-33.5,0.8,AnatomicalStructure
Cleft palate repair often requires precise identification of the maxillary alveolar ridge and the surrounding muscular attachments.,-32.75,0.8,AnatomicalStructure
"Coxsackievirus B3 infection leads to significant damage of the right atrial appendage, causing arrhythmogenic substrate formation.",-35.75,0.8,AnatomicalStructure
Cyanotic congenital heart disease frequently involves malformations of the left ventricle and its coronary arterial supply.,-26.375,0.8,AnatomicalStructure
Radiotherapy targeting the left ventricle requires precise delineation of the left ventricle to avoid excessive radiation exposure to the surrounding myocardial tissue.,-25.25,0.8,AnatomicalStructure
Radiographic analysis of the left ventricle revealed a myocardial thickness increase consistent with hypertrophic cardiomyopathy.,-20.25,0.8,AnatomicalStructure
Radiologists noted an unexpected calcification in the left ventricle that was associated with a reduced ejection fraction.,-26.875,0.8,AnatomicalStructure
Radiological evaluation of the left ventricle revealed an enlarged myocardial wall thickness indicative of hypertrophic cardiomyopathy.,-15.6875,0.8,AnatomicalStructure
Echocardiographic assessment of the left ventricle revealed reduced ejection fraction and wall motion abnormalities indicative of dilated cardiomyopathy.,-18.5,0.8,AnatomicalStructure
"Echinococcus granulosus infection frequently involves cystic lesions in the left ventricle, causing arrhythmias that prompt cardiologist referral for surgical intervention.",-36.0,0.8,AnatomicalStructure
